"RAUM";"DATENQUELLE";"THEMENBEREICH";"MERKMAL";"ZEIT";"WERT";"WERTEEINHEIT"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Energie";"2007/2008";4832961,00;"kWh pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - Wasser";"2007/2008";33307,00;"m³ pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - CO2";"2007/2008";1371,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Betriebskosten";"2007/2008";435125,00;" pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"einmalige Investitionskosten";"2007/2008";271718,00;""
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2008";136334,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2008";16009862,00;"EUR"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2009";136959,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2009";14162808,00;"EUR"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Betriebe";"2009/2010";11,00;"Anzahl"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Abfälle";"2009/2010";34,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Energie";"2009/2010";6900000,00;"kWh pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - Wasser";"2009/2010";13061,00;"m³ pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - CO2";"2009/2010";9835,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Betriebskosten";"2009/2010";1083881,00;" pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"einmalige Investitionskosten";"2009/2010";9728140,00;""
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Private Haushalte";"2010";684161,37;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gewerbe + Sonstiges";"2010";735889,94;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Industrie";"2010";185496,82;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Verkehr";"2010";622684,73;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gesamt";"2010";2228232,87;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme";"2010";788,07;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990";"2010";-29,69;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom";"2010";817,46;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990";"2010";-2,27;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr";"2010";622,68;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990";"2010";-5,76;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt";"2010";2228,23;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990";"2010";-14,89;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Private Haushalte";"2010";2035,50;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges";"2010";2148,59;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Industrie";"2010";499,50;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Verkehr";"2010";1968,99;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gesamt";"2010";6652,59;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - GUD (Erdgas)";"2010";465542,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Erdgas)";"2010";3331,73;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Biomethan)";"2010";0,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Klär-Deponiegas";"2010";11850,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Biogas";"2010";13639,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - PV";"2010";12055,93;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Windkraft";"2010";15278,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Wasserkraft";"2010";426,25;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - reg. Bezug (Bundesmix)";"2010";898175,41;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Stromverbrauch ges.";"2010";1420298,33;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Anteil EE (%)";"2010";3,74;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - GUD (Erdgas)";"2010";257801,89;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Erdgas)";"2010";1023,63;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Biomethan)";"2010";0,00;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Klär-Deponiegas";"2010";592,50;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Biogas";"2010";1773,07;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - PV";"2010";759,52;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern (t) - Windkraft";"2010";168,05;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Wasserkraft";"2010";1,27;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - reg. Bezug (Bundesmix)";"2010";551479,70;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Emissionen ges.";"2010";813599,66;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Anteil EE an Gesamtemissionen (%)";"2010";0,40;"t"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2010";140506,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2010";14300183,00;"EUR"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Gesamt";"2011";459,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Wertstoffe";"2011";289,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Restmüll";"2011";170,00;"kg pro Kopf"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2011";144175,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2011";14636247,00;"EUR"
"Stadt Münster - PV Anlage Pumpwerk Alter Postweg, Inbetriebnahme: 16.02.2011";"Stadt Münster - Amt für Immobilienmanagement";15;"Leistung ab Jahr";"2011";7,82;"kWp"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Betriebe";"2011/2012";12,00;"Anzahl"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Abfälle";"2011/2012";244,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Energie";"2011/2012";1678831,00;"kWh pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - Wasser";"2011/2012";25343,00;"m³ pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - CO2";"2011/2012";989,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Betriebskosten";"2011/2012";578817,00;" pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"einmalige Investitionskosten";"2011/2012";2178448,00;""
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Gesamt";"2012";438,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Wertstoffe";"2012";277,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Restmüll";"2012";161,00;"kg pro Kopf"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";16;"Teilnehmer Startberatung - Unternehmen";"2012";14,00;"Anzahl"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2012";147571,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2012";14934636,00;"EUR"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Betriebe";"2012/2014";10,00;"Anzahl"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Abfälle";"2012/2014";27,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Energie";"2012/2014";2023457,00;"kWh pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - Wasser";"2012/2014";3332,00;"m³ pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung - CO2";"2012/2014";773,00;"t pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"Einsparung Betriebskosten";"2012/2014";217369,00;" pro Jahr"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Grünflächen, Umwelt und Nachhaltigkeit";7;"einmalige Investitionskosten";"2012/2014";895889,00;""
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - Kfz";"2013";29,00;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - ÖV";"2013";10,20;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - Fahrrad";"2013";39,10;"%"
"Münster, Gesamtstadt";"Stadt Münster - Amt für Mobilität und Tiefbau";4;"Wege/Tag - Fuß";"2013";21,70;"%"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Gesamt";"2013";431,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Wertstoffe";"2013";272,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Restmüll";"2013";159,00;"kg pro Kopf"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";16;"Teilnehmer Startberatung - Unternehmen";"2013";9,00;"Anzahl"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2013";150060,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2013";14685317,00;"EUR"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Gesamt";"2014";479,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Wertstoffe";"2014";284,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Restmüll";"2014";195,00;"kg pro Kopf"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";16;"Teilnehmer Startberatung - Unternehmen";"2014";10,00;"Anzahl"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2014";153384,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2014";15269672,00;"EUR"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Gesamt";"2015";426,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Wertstoffe";"2015";266,00;"kg pro Kopf"
"Münster, Gesamtstadt";"AWM - Abfallwirtschaftsbetriebe Münster";1;"Abfallaufkommen - Restmüll";"2015";160,00;"kg pro Kopf"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Private Haushalte";"2015";636894,09;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gewerbe + Sonstiges";"2015";629441,40;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Industrie";"2015";217637,18;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Verkehr";"2015";596134,94;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";9;"CO2-Emissionen - Gesamt";"2015";2080107,63;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme";"2015";744,60;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990";"2015";-33,57;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom";"2015";739,37;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990";"2015";-11,60;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr";"2015";596,13;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990";"2015";-9,77;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt";"2015";2080,10;"kt"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";10;"CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990";"2015";-20,55;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Private Haushalte";"2015";1966,48;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges";"2015";1877,74;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Industrie";"2015";622,60;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Verkehr";"2015";1858,86;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";12;"Endenergieverbrauch nach Sektoren - Gesamt";"2015";6325,70;"GWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - GUD (Erdgas)";"2015";286197,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Erdgas)";"2015";5161,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Biomethan)";"2015";14816,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Klär-Deponiegas";"2015";12290,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Biogas";"2015";44952,20;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - PV";"2015";35756,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Windkraft";"2015";34406,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Wasserkraft";"2015";436,00;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - reg. Bezug (Bundesmix)";"2015";886823,56;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Stromverbrauch ges.";"2015";1320837,76;"MWh"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";13;"Stromerzeugung/-bereitstellung nach Energieträgern - Anteil EE (%)";"2015";10,80;"%"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - GUD (Erdgas)";"2015";177855,56;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Erdgas)";"2015";1281,07;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - BHKW (Biomethan)";"2015";1214,91;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Klär-Deponiegas";"2015";614,50;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Biogas";"2015";5843,78;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - PV";"2015";1430,24;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern (t) - Windkraft";"2015";344,06;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Wasserkraft";"2015";1,30;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - reg. Bezug (Bundesmix)";"2015";532094,13;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Emissionen ges.";"2015";720679,58;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";14;"Strom-Emissionen nach Energieträgern - Anteil EE an Gesamtemissionen (%)";"2015";1,14;"t"
"Münster, Gesamtstadt";"Stadt Münster - Stabsstelle Klima";16;"Teilnehmer Startberatung - Unternehmen";"2015";10,00;"Anzahl"
"Münster, Gesamtstadt";"Statistik der Bundesagentur für Arbeit";19;"Sozialversicherungspflichtige Beschäftigte am Arbeitsort";"2015";156981,00;"Anzahl"
"Münster, Gesamtstadt";"Volkswirtschaftliche Gesamtrechnungen der Länder";19;"Bruttoinlandsprodukt";"2015";15796908,00;"EUR"
