DATEINAME;RAUM;QUELLE_INSTITUTION;THEMENBEREICH;MERKMAL;ZEIT;WERT;WERTEEINHEIT
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990;2017;-10,15;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt;2017;2011,87;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990;2017;-23,15;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme;2018;777,88;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990;2018;-30,60;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom;2018;635,66;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990;2018;-24,00;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr;2018;588,92;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990;2018;-10,86;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt;2018;2002,46;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990;2018;-23,51;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme;2019;707,31;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990;2019;-36,90;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom;2019;601,54;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990;2019;-28,08;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr;2019;582,52;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990;2019;-11,83;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt;2019;1891,38;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990;2019;-27,76;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme;2020;718,32;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990;2020;-35,91;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom;2020;520,17;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990;2020;-37,81;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr;2020;571,04;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990;2020;-13,57;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt;2020;1809,54;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990;2020;-30,88;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme;2021;713,61;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme prozentuale Änderung zu 1990;2021;-36,33;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom;2021;536,74;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom prozentuale Änderung zu 1990;2021;-35,83;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr;2021;565,86;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr prozentuale Änderung zu 1990;2021;-14,36;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt;2021;1816,22;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990;2021;-30,63;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt (Zielwert);2030;131,00;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Gesamt prozentuale Änderung zu 1990 (Zielwert);2030;-95,00;%
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Verkehr (Zielwert);2030;33,00;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Wärme (Zielwert);2030;56,00;kt
co2-emissionen-anwendungen;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;10;CO2-Emissionen Anwendung - Strom (Zielwert);2030;42,00;kt
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;1990;2076,32;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;1990;1920,83;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;1990;652,17;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;1990;2079,72;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;1990;6729,05;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;1995;2061,01;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;1995;1906,67;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;1995;647,36;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;1995;2038,74;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;1995;6653,78;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;2000;2162,98;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;2000;2001,00;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;2000;679,39;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;2000;1997,75;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;2000;6841,14;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;2005;2229,26;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;2005;2062,32;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;2005;700,21;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;2005;1956,77;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;2005;6948,59;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;2010;2035,50;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;2010;2148,59;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;2010;499,50;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;2010;1968,99;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;2010;6652,59;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;2015;1966,48;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;2015;1877,74;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;2015;622,60;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;2015;1858,86;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;2015;6325,70;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;2016;1928,05;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;2016;1973,13;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;2016;632,35;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;2016;1870,89;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;2016;6404,44;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;2017;1905,11;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;2017;2037,94;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;2017;672,86;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;2017;1856,28;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;2017;6472,21;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;2018;1951,51;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;2018;1935,42;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;2018;737,92;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;2018;1850,22;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;2018;6475,08;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;2019;1795,74;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;2019;1852,98;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;2019;721,55;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;2019;1839,21;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;2019;6209,49;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;2020;1822,48;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;2020;1866,34;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;2020;685,47;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;2020;1824,72;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;2020;6199,02;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;2021;1762,78;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;2021;1962,22;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;2021;627,12;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;2021;1803,43;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;2021;6155,57;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte;2022;1674,54;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges;2022;2004,55;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie;2022;502,23;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr;2022;1786,77;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt;2022;5968,10;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gesamt (Zielwert);2030;2019,00;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Gewerbe + Sonstiges (Zielwert);2030;576,00;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Industrie (Zielwert);2030;196,00;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Private Haushalte (Zielwert);2030;623,00;GWh
endenergie;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;12;Endenergieverbrauch nach Sektoren - Verkehr (Zielwert);2030;624,00;GWh
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;1990;112391,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;1991;115949,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;1991;9209000,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;1992;118260,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;1992;9899000,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;1993;118684,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;1993;10315000,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;1994;118814,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;1994;10539000,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;1995;116935,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;1995;10981000,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;1996;117223,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;1996;11052000,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;1997;118065,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;1997;11283000,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;1998;118604,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;1998;11638000,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;1999;122155,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;1999;12081000,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2000;126649,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2000;12191361,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2001;128392,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2001;12585209,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2002;129767,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2002;12835107,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2003;127946,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2003;13261389,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2004;126621,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2004;13725519,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2005;128574,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2005;13886640,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2006;130371,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2006;14716961,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2007;133571,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2007;15283499,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2008;136334,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2008;16009862,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2009;136959,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2009;14162808,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2010;140506,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2010;14300183,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2011;144175,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2011;14636247,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2012;147571,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2012;14934636,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2013;150060,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2013;14685317,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2014;153384,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2014;15269672,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2015;156981,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2015;15796908,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2016;160646,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2016;16080294,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2017;164707,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2017;16954705,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2018;168696,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2018;17490664,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2019;172362,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2019;18110686,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2020;174761,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2020;18020456,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2021;179671,00;Anzahl
wachstum;Münster, Gesamtstadt;citeq;19;Bruttoinlandsprodukt;2021;18800000,00;EUR
wachstum;Münster, Gesamtstadt;citeq;19;Sozialversicherungspflichtige Beschäftigte am Arbeitsort;2022;184550,00;Anzahl
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - GUD (Erdgas);2000;158800,00;MWh
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Erdgas);2000;2820,00;MWh
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - BHKW (Biomethan);2000;0,00;MWh
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - Klär-Deponiegas;2000;11850,00;MWh
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - Biogas;2000;0,00;MWh
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - PV;2000;480,00;MWh
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - Windkraft;2000;63,00;MWh
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - Wasserkraft;2000;240,00;MWh
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - reg. Bezug (Bundesmix);2000;944995,00;MWh
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - Stromverbrauch ges.;2000;1119248,00;MWh
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - Anteil EE (%);2000;1,12;%
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - HKW (Kohle);2000;158800,00;MWh
verbrauch-erzeugung-strom;Münster, Gesamtstadt;Stadt Münster - Stabsstelle Klima;13;Stromerzeugung/-bereitstellung nach Energieträgern - GUD (Erdgas);2005;174700,00;MWh
